original_text,label_name
I was wondering whether exchanging currencies can be done on this app.,exchange_via_app
Why does my statement show various transaction times?,transaction_charged_twice
How long does it take for something to be delivered to the U.S?,card_delivery_estimate
Can I unblock my card using the app?,pin_blocked
I think someone got my card details and used it because there are transactions i don't recognize. What do I do now?,compromised_card
Why does my statement show a $1 charge on my account?,extra_charge_on_statement
Why did I not get the amount of money I requested?,wrong_amount_of_cash_received
"If I need to cash foreign transfers, how does that work?",exchange_rate
What's wrong with my card? The clerk at the grocery store said it was declined.,card_not_working
Please stop my purchase.,request_refund
I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,virtual_card_not_working
I couldnt get cash in an ATM,declined_cash_withdrawal
Is it possible to exchange USD and GBP on the app?,exchange_via_app
"May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please?",declined_card_payment
I was declined when I tried to take out cash!,declined_cash_withdrawal
Can I purchase with cash or cheque?,top_up_by_cash_or_cheque
Please tell me how disposable virtual cards work?,get_disposable_virtual_card
Can you please inform me of the restrictions for the disposable cards.,disposable_card_limits
Can you tell me about the exchange fee?,exchange_charge
How dp i top up with a cheque ?,top_up_by_cash_or_cheque
I was using a foreign currecy to make a payment and the applied the wrong rate.,card_payment_wrong_exchange_rate
What is the time period for money to be transferred?,transfer_timing
How can I set a new pin.,change_pin
What is the minimum age?,age_limit
How come I can't take money out of the ATM?,declined_cash_withdrawal
Can I get spare cards?,getting_spare_card
How do I get my card active?,activate_my_card
Why wouldn't my withdrawal go through?,declined_cash_withdrawal
Can I change my PIN in Austria?,change_pin
Why hasn't my withdrawal shown on my statement?,pending_cash_withdrawal
What is the auto top-up limit?,automatic_top_up
Using international ATMs messes up the exchange rate.,wrong_exchange_rate_for_cash_withdrawal
Can I use American Express to add money into my account?,supported_cards_and_currencies
How can I get another card?,getting_spare_card
Why have you declined my card payment?,declined_card_payment
I am not Happy with this product can i get a refund?,request_refund
There is a payment done with my card which i definitely did not do.Never seen that name before.,card_payment_not_recognised
What is the extra €1 on my statement for?,extra_charge_on_statement
How can I top up my account with a card?,topping_up_by_card
I could not get money from an ATM,declined_cash_withdrawal
Explain the card PIN to me.,get_physical_card
Why is there a transaction that shows multiple times?,transaction_charged_twice
Can I electronically transfer funds into my account from my American Express?,supported_cards_and_currencies
I paid with my card and was charged extra,card_payment_fee_charged
I transferred money but the balance hasn't changed.,balance_not_updated_after_bank_transfer
I'm unable to use contactless payments for purchases.,contactless_not_working
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.,wrong_exchange_rate_for_cash_withdrawal
i would like to dispute a direct debit payment,direct_debit_payment_not_recognised
How do I go about changing my PIN?,change_pin
How do I get the Top Up feature on my apple watch working?,apple_pay_or_google_pay
How old do my kids have to be use this?,age_limit
Can you tell me how to tell where my funds come from?,verify_source_of_funds
"I prefer Visa, can I get that instead?",visa_or_mastercard
Why was I unable to complete my transfer?,failed_transfer
Why is my card payment showing as pending?,pending_card_payment
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",card_payment_fee_charged
I need my card now!,card_delivery_estimate
I heard you have virtual cards. How do I get one?,getting_virtual_card
Where is the option to top up with a cheque?,top_up_by_cash_or_cheque
Where is the money that I asked for? I asked for more than I got!,wrong_amount_of_cash_received
How long do transfers take to show up in my account?,balance_not_updated_after_bank_transfer
Why has my card payment been reversed?,reverted_card_payment?
Do I have to verify the top-up?,verify_top_up
Why can't I make a transfer?,failed_transfer
Do you offer a discount for those who perform frequent currency exchanges?,exchange_charge
How do i set up my credit card to send transfers?,topping_up_by_card
I cannot get my google pay to work.,apple_pay_or_google_pay
I would like to receive a refund for something I bought.,request_refund
I'd like to know how transferring my money into my account works.,transfer_into_account
Can I get cash with this card anywhere?,atm_support
What is the fee to top-up my account,top_up_by_bank_transfer_charge
"Give me my card, I need it now!",card_delivery_estimate
I have a transfer that is pending.,pending_transfer
"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",card_payment_not_recognised
What are the fees to get a physical card?,order_physical_card
Please show me how my friend can send me money.,receiving_money
Does Google Play have an app to Top up?,apple_pay_or_google_pay
When will my cash withdrawal show/,pending_cash_withdrawal
how do i avoid charges in the future,card_payment_fee_charged
Do I need to make a regular payment before a contactless one?,contactless_not_working
I tried to make a transfer like five different times. Why won't your system let me? Is it broke?,failed_transfer
Will I be able to get both a visa and a mastercard?,visa_or_mastercard
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,top_up_reverted
The atm wouldn't give out cash,declined_cash_withdrawal
"My top-up showed as complete, but it's no longer there! What's going on here?",top_up_reverted
Which locations can I withdraw money from?,atm_support
How do I exchange my GBP to AUD?,exchange_via_app
Help me figure out why my transfer was declined,declined_transfer
Is there a way I can check on the card on route to me?,card_arrival
I can't remember what my password is,passcode_forgotten
I would like to get a Visa card,visa_or_mastercard
Is there a cost to receive money?,top_up_by_bank_transfer_charge
"Hello, I am buying a flat and need the inital payment for the mortgage to go through. It keeps showing up as error, what is going on? Can you please help me make this transfer?",failed_transfer
What is an exchange rate?,exchange_rate
Why would the ATM machine fail to give me the cash withdrawal I requested?,declined_cash_withdrawal
Will I be charged for a SEPA transfer?,top_up_by_bank_transfer_charge
I should have a refund in my statement but I can't see it,Refund_not_showing_up
"Please put a freeze on my card,  I am worried there has been some payments on it and I don't know what for.",card_payment_not_recognised
"On a card top-up, where can I verify?",verify_top_up
How long do I have  to wait for my transaction to be completed?,transfer_not_received_by_recipient
My wallet doesn't show my recent top up.,topping_up_by_card
Can I change my PIN without going to a bank?,change_pin
I happened to forget my password,passcode_forgotten
Why isn't my transfer going through? I get a message saying it's not possible. I've had no issues in the past.,beneficiary_not_allowed
"I'm interested in holding and exchange for flat currencies, what do you support?",fiat_currency_support
Can you tell me why I was declined from getting cash?,declined_cash_withdrawal
I need to urgently transfer something from China. How long will it approximately take?,transfer_timing
Why is my balance the same?  I processed a transfer.,balance_not_updated_after_bank_transfer
what is the average wait for transfers,transfer_timing
Is there an issue with my card payment as it has not gone through.,declined_card_payment
I sent some money and the receiver can't access it.,transfer_not_received_by_recipient
is there a fee for a transfer? if so how much will it be?,top_up_by_bank_transfer_charge
My passcode doesn't seem to be working,passcode_forgotten
Is it permissible to hold money in multiple currencies?,fiat_currency_support
There are some strange charges on my card that I didn't make from a few days ago.  Is my card stolen and if so should I cancel it?  Will I get refunded the charges?,card_payment_not_recognised
How do I link one of your card that I already have?,card_linking
Can I exchange from USD to GBP?,exchange_via_app
I didn't set up the direct debit I have,direct_debit_payment_not_recognised
Why do we need to verify top-up?,verify_top_up
Can I wait for you to send me a new card when mine's about to expire?,card_about_to_expire
I would like to know the countries you are offer services in?,country_support
What kind of foreign exchange rate will I get when I exchange my money?,exchange_rate
I didn't withdraw the amount of cash that is showing up in the app.,cash_withdrawal_not_recognised
"I want to start using my card, how do I activate it?",activate_my_card
How long is it going to take for my funds to show in my account?,transfer_timing
Is an auto top-up option available?,automatic_top_up
what are weekend rates for getting cash,wrong_exchange_rate_for_cash_withdrawal
Why is a transaction still pending?,pending_cash_withdrawal
Is it really necessary to verify my Identity?,why_verify_identity
What fees are charged for a physical card?,order_physical_card
I'm not able to activate my card how do I fix this problem?,activate_my_card
My card is about to expired what will happen?,card_about_to_expire
I need quickly transfer something from China. About how long will it take?,transfer_timing
I don't have the means to prove my identity.,unable_to_verify_identity
Where in the app do I go to verify my identity?,verify_my_identity
Where do I go if I want to link my new card?,card_linking
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,direct_debit_payment_not_recognised
Why is the payment from my card still pending?,pending_card_payment
What countries do you support?,country_support
I did not make a direct debit payment as listed on my app,direct_debit_payment_not_recognised
Can you tell me why the transfer isn't showing up on my account?,balance_not_updated_after_bank_transfer
why couldn't I use my card at a store?,declined_card_payment
I believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate
Will there be a cost if I exchange currency?,exchange_charge
What are the limits for disposable virtual cards?,disposable_card_limits
Do you offer account services for children and teens?,age_limit
How do I get the passcode reset?,passcode_forgotten
Why has my payment been declined? I paid by card.,declined_card_payment
can you assist me in activating my card?,activate_my_card
Is there an amount limit to my top-up?,top_up_limits
Where do I change my PIN?,change_pin
How do i activate my card,activate_my_card
What was I charged a fee for card payment?,card_payment_fee_charged
I could only take the amount of money that was available to me which was less then I expected.,wrong_amount_of_cash_received
how many transactions can go on a disposable card?,disposable_card_limits
My top up hasn't gone through,pending_top_up
Can I use the card at any cash machine?,atm_support
Where can I find the verification code on a top-up card?,verify_top_up
Did a card payment that I made get cancelled?,reverted_card_payment?
I want to revert this mornings transaction.,cancel_transfer
"i needed money for a night out with the girls but i was declined, why?",declined_cash_withdrawal
Why is the exchange rate wrong when I purchase something abroad?,card_payment_wrong_exchange_rate
Help me set up a new PIN?,change_pin
can i create my own pin right away,get_physical_card
"I need support options, I want to top my card",supported_cards_and_currencies
How many different currencies can I have my money in?,fiat_currency_support
It looks like my card payment might have been reverted.,reverted_card_payment?
"My card has been stolen. I reported it with the police, but I need to report it with you as well.",lost_or_stolen_card
"I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM?",change_pin
What documents do you need to verify my identity?,verify_my_identity
Which fiat currencies are supported for holding and exchanging?,fiat_currency_support
I want a virtual card that is disposable,get_disposable_virtual_card
I need to change a transfer.,cancel_transfer
Why do I need to verify the top-up?,verify_top_up
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,balance_not_updated_after_bank_transfer
Can you tell me the foreign exchange rate?,exchange_rate
What is the reason for the fee charge on my transfer?,transfer_fee_charged
What happened to my top-up? I think it was cancelled.,top_up_reverted
I can't find out how to top-up my account using cash.,top_up_by_cash_or_cheque
"I think my card is broken or something. I tried using it and it wouldn't go through, please help.",card_not_working
Which countries are you available in?,country_support
"I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result!",declined_transfer
I tried to transfer money but it didn't go through,failed_transfer
I checked the app and my balance has not been updated for the cash or cheque deposit.,balance_not_updated_after_cheque_or_cash_deposit
Help! In the app there is a payment that I don't remember.,card_payment_not_recognised
"i put in money for vacation and its not showing. i need that money today, how long will it take",pending_transfer
Something is wrong with my passcode,passcode_forgotten
I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,cancel_transfer
Where will I find my card?,order_physical_card
I think a fee was applied for paying with a card.,card_payment_fee_charged
I don't recognize what this payment on my statement would be for.,card_payment_not_recognised
I sent money to a person and they haven't received the payment yet.,transfer_not_received_by_recipient
I'd like to have extra cards. Will I have to pay for that?,getting_spare_card
Where do you deliver cards to?,order_physical_card
How do i get my salary in the account?,receiving_money
I've tried looking for the auto-top up option on your website and I can't seem to find it. Can you help me?,automatic_top_up
Can I let other people have access to my account in order to top up?,topping_up_by_card
Why is it asking me to verify my identity,why_verify_identity
Which ATMs am I allowed to get money from?,atm_support
Is there a fee for using a European bank card to top up?,top_up_by_card_charge
"Why am I being charged for ATM cash withdrawals? The only reason I use it is because it's been free! Now you expect me to pay for them, and how much is that going to cost me?",cash_withdrawal_charge
Does the auto top-up have any limits?,automatic_top_up
I need a new card.,getting_spare_card
How long should I wait for top up go go through ?,pending_top_up
Why isn't my topup working?,top_up_failed
Is it possible to get a card when i'm not in the UK?,country_support
When will my transfer finish pending?,pending_transfer
If I want my son to have his own account is that possible?,age_limit
The exchange rate on my payment doesn't look right,card_payment_wrong_exchange_rate
I could not use my card in a store.,declined_card_payment
Can you walk me through how I can edit some of my personal information?,edit_personal_details
And do you have virtual cards instead of physical ones?,getting_virtual_card
I am trying to transfer money and something is going wrong.,failed_transfer
What is the amount of disposable cards I can have each day?,disposable_card_limits
"Please check my Card. As Withdrawal was working fine so far, but this morning suddenly got declined. Can you please check the problem?",declined_cash_withdrawal
Why does my account have a pending cash withdrawal?,pending_cash_withdrawal
"My transfer failed, why?",failed_transfer
I would like to cancel a payment. I purchased something several days ago and i still have not received it.,request_refund
I want my card frozen right away. Money was taken out in an odd location I have never heard of.,cash_withdrawal_not_recognised
"I've already topped up, but I cannot see the funds being available. What happened?",pending_top_up
Why was the wrong rate applied when I bought something in a different currency?,card_payment_wrong_exchange_rate
I didn't get a PIN yet. What gives?,get_physical_card
So what items  actually come  with  extra  fees,card_payment_fee_charged
I am from X but am traveling to Y - how do I get currency for Y?,exchange_via_app
Can my children have an account?,age_limit
Where do I order a virtual card from?,getting_virtual_card
What should I do if I see a withdrawal is pending?,pending_cash_withdrawal
I don't think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate
my cash withdrawal has not come out of my account yet.,pending_cash_withdrawal
How long before a bank transfer shows up in the account?,balance_not_updated_after_bank_transfer
What businesses can I use this card with?,card_acceptance
What do I do if the ATM didn't give me the correct amount I withdrew? I pulled out 30 pounds and the ATM gave me 10 pounds.,wrong_amount_of_cash_received
Can I select my card scheme or do you choose it for me?,visa_or_mastercard
Someone stopped my payment,reverted_card_payment?
Which countries are represented?,country_support
Where is the tracking number for the card?,card_arrival
Can you give me a visa?,visa_or_mastercard
I'm sure I have enough money so why didn't the store accept my card?,declined_card_payment
Why did I get charged more than once?,transaction_charged_twice
I have a card payment that I don't recognize. What should I do?,card_payment_not_recognised
What services can I use to top up?,apple_pay_or_google_pay
Why did the top-up fail?,top_up_failed
My card is lost! What can I do?,lost_or_stolen_card
There is money missing from my account.,cash_withdrawal_not_recognised
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient
Is the exchange rate current?,exchange_rate
How can I update my personal information after moving?,edit_personal_details
Why am I charged an extra fee on my card?,card_payment_fee_charged
I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this?,declined_cash_withdrawal
How do I transfer money between two of my accounts?,transfer_into_account
I NEED TO KNOW HOW TO TRANSFER MONEY INTO MY BANK ACCOUNT. PLEASE HELP,transfer_into_account
Please help! I need a refund on a transaction on something I bought and I need the refund right away!,request_refund
Tell me why my virtual disposable card won't work.,virtual_card_not_working
"I have a card payment that was declined, but why?",declined_card_payment
There is an ATM withdrawl in the app I don't recognize.,cash_withdrawal_not_recognised
What is the exchange rate like?,exchange_rate
Approximately how long will an urgent transfer from China take?,transfer_timing
Do I get charged if i am getting money?,top_up_by_bank_transfer_charge
How can I withdraw money?,atm_support
How can I get a disposable virtual card?,get_disposable_virtual_card
"Hi, My card withdrawal was declined this morning. It was working fine till yesterday. Please check and inform me.",declined_cash_withdrawal
What kind of documents do I need for the identity check?,verify_my_identity
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",pending_cash_withdrawal
What is this $1 charge on my account?,extra_charge_on_statement
I need to get visa and mastercard,visa_or_mastercard
what happened to the money after i put in the wrong info and it got declined,topping_up_by_card
"I am waiting on this refund, hurry up.",Refund_not_showing_up
How can I fund another account with my American Express?,supported_cards_and_currencies
I left my card at a restaurant and now its missing.,lost_or_stolen_card
Will any business take this card?,card_acceptance
"Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance.",request_refund
"I need to change my name, since i just got married",edit_personal_details
I would like to top up my account automatically. How do I do that?,automatic_top_up
Help! I need to transfer something to China.,transfer_timing
Can I exchange currencies?,fiat_currency_support
I want to see what this fee is on my card payment.,card_payment_fee_charged
Will you charge me for topping up with a European card?,top_up_by_card_charge
Show me how to verify my identity?,verify_my_identity
How will I know where my funds are coming from?,verify_source_of_funds
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,transfer_fee_charged
Can you send me more cards for my account?,getting_spare_card
Do I need to choose GBP to get my salary deposited properly?,receiving_money
My non-physical card will not work,virtual_card_not_working
I need a disposable virtual card. Please tell me how to order one.,get_disposable_virtual_card
What steps should I take before my card expires?,card_about_to_expire
why was i chargged,transfer_fee_charged
How can my friend send money to me?,receiving_money
why is my top up failing,top_up_failed
"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?",pending_cash_withdrawal
How can I use American Express to add money to my account?,supported_cards_and_currencies
It seems my top up is reverted?,top_up_reverted
Can I put my old card back in the app?,card_linking
"Someone has stolen my card. Even though I have my card with me, someone just made a 500£ cash withdrawal. Please help as soon as possible.",cash_withdrawal_not_recognised
Can I use my Apple watch to fill my gas tank?,apple_pay_or_google_pay
What currencies can I exchange?,fiat_currency_support
I checked my account today and saw that I was charged an extra pound that I did not spend.,extra_charge_on_statement
"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.",direct_debit_payment_not_recognised
I have friends that would like to top-up my account is that possible?,topping_up_by_card
How do I transfer money from one bank account to another?,transfer_into_account
I want a reason as to why my beneficiary is not allowed?,beneficiary_not_allowed
Why do I need to have my identity verified?,why_verify_identity
Can I reset my PIN if it is blocked?,pin_blocked
Can I top up with a cheque?,top_up_by_cash_or_cheque
Can it add money automatically while travelling,automatic_top_up
"When I travel, what will it cost to switch for my currency?",exchange_charge
Can I use app to freeze account and dispute fraud?,compromised_card
What is the age limit for an account?,age_limit
What kind of ATM's can I use?,atm_support
Can I get another card?,getting_spare_card
Tell me how I can verify a card top-up.,verify_top_up
Please advise what is the exchange rate,exchange_rate
What is the number of transactions for one disposable card?,disposable_card_limits
The app reverted the payment I made.,reverted_card_payment?
What is the process to change my PIN?,change_pin
How do I modify my details?,edit_personal_details
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,card_delivery_estimate
Is there a way to order a new card while in China?,card_about_to_expire
When can I expect my card to be delivered to the US?,card_delivery_estimate
"help, I see money missing I didn't take out.",cash_withdrawal_not_recognised
This fee shouldn't be there after I paid with a card.,card_payment_fee_charged
Why didn't my transfer complete?,failed_transfer
I'm supposed to have a refund but it isn't there,Refund_not_showing_up
Can you explain to me the way to verify my top up has gone through?,verify_top_up
The exchange rate was different when I got cash,wrong_exchange_rate_for_cash_withdrawal
Where can I find my card PIN?,get_physical_card
I got a €1 extra fee in my statement,extra_charge_on_statement
Can I change my PIN?,change_pin
Tell me your opinion on the exchange rate.,exchange_rate
I found a direct debit I would like to dispute,direct_debit_payment_not_recognised
Where did the  €1 fee in my statement come from,extra_charge_on_statement
"I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so.",pending_transfer
"I think my card is expiring, what happens then?",card_about_to_expire
My money is all gone. What ways are okay to add money to my account?,transfer_into_account
I need help with activating my card,activate_my_card
Payments from my disposable virtual card don't work,virtual_card_not_working
Can you tell me how to link one of your cards that I already have?,card_linking
i am under 18 and i am trying to verify my id. why wont it work?,unable_to_verify_identity
What do I do if someone used my card without my permission?,compromised_card
My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,exchange_charge
Where am I able to get my PIN unblocked?,pin_blocked
I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed.,pending_top_up
Activate my card,activate_my_card
Balance is not up to date.,balance_not_updated_after_bank_transfer
I didn't get the money I transferred,balance_not_updated_after_bank_transfer
Why has my card been declined?,declined_card_payment
I did not get the item I ordered.  How should I go about this?  Should I just cancel my order or my payment?  Please help me.,request_refund
I want to make a currency exchange to EU.,fiat_currency_support
How can I get a card sent to China?,card_about_to_expire
Is it possible to top up with Google Pay?,apple_pay_or_google_pay
What is the cause of the delay in applying my card payment to my account?,pending_card_payment
Do top-ups have limits?,top_up_limits
How do your exchange rates work?,exchange_rate
My phone is missing or stolen.,lost_or_stolen_phone
I would like to know how exchange rates are calculated when transferring funds.,exchange_rate
"My card's expiring a month from now, should I place an order for the new card?",card_about_to_expire
In the past month I often used this account to manage payments for my new holiday villa. Now all of a sudden your fees have increased exorbitantly! Don't you have a rewards programme for frequent users?,transfer_fee_charged
I see an unauthorized withdraw.,cash_withdrawal_not_recognised
How come I got charged extra for withdrawing cash?,cash_withdrawal_charge
They charged me for paying with my card.,card_payment_fee_charged
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,extra_charge_on_statement
I withdrew some cash out of the ATM over the holiday. It seems that I was charged some outrageous fees. I would not have done that had I been aware of these outrageous charges!,wrong_exchange_rate_for_cash_withdrawal
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,wrong_amount_of_cash_received
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
"I tried to top up using my card, but now the money just disappeared!",topping_up_by_card
A payment shows up on the app that I never made.,card_payment_not_recognised
Why did I not get a virtual card yet?,getting_virtual_card
Can I reactivate my PIN?,pin_blocked
"For some reason, the virtual card won't work for me.",virtual_card_not_working
"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.",beneficiary_not_allowed
What cards to do you support to top up.,supported_cards_and_currencies
Can money be exchanged from one currency to another?,exchange_via_app
I tried my PIN too many times,pin_blocked
i tried to transfer cryptocurrency into my account but was denied,beneficiary_not_allowed
I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM?,change_pin
I asked for cash but I did not receive all the funds,wrong_amount_of_cash_received
I think my card payment was reverted,reverted_card_payment?
How long does it take for a transfer to finish pending?,pending_transfer
"I need an accurate exchange rate, when I make my withdrawals.",wrong_exchange_rate_for_cash_withdrawal
What types of currencies do you accept?,supported_cards_and_currencies
"If I exchange foreign currency, are there any other charges?",exchange_charge
Where did this extra €1 fee on my statement come from?,extra_charge_on_statement
WHAT CAN I DO AFTER THE CARD MISSING,activate_my_card
What are the restrictions to top-offs?,top_up_limits
How do I request the PIN?,get_physical_card
I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?,contactless_not_working
How do I get my PIN unlocked?,pin_blocked
I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,pending_card_payment
I tried to transfer some money and it hasn't done it yet - what's going on?,transfer_not_received_by_recipient
Why did the ATM eat my card?,card_swallowed
I need to find out why my transfer didn't get there.,transfer_not_received_by_recipient
The exchange rate looks wrong on a holiday purchase,card_payment_wrong_exchange_rate
Why is my payment in pending status?,pending_card_payment
"My card is stuck in the ATM, what can I do?",card_swallowed
"I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here?",reverted_card_payment?
Is going to a bank only way to change my PIN?,change_pin
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,card_payment_wrong_exchange_rate
Am I allowed to use different currencies?,receiving_money
what is the cost for exchanging currencies?,exchange_charge
How simple is it to transfer money into my account?,transfer_into_account
Lost password,passcode_forgotten
Whats the delivery time to the United States?,card_delivery_estimate
I'm worried that my card has been compromised because I see a payment that I didn't make.,card_payment_not_recognised
I would like to cancel my order.,request_refund
What type of fiat currencies do you support?,fiat_currency_support
I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok?,card_payment_not_recognised
Will the system automatically top up itself?,automatic_top_up
Can I freeze my card right now?,compromised_card
What currencies are accepted for adding money?,supported_cards_and_currencies
I believe I got a wrong exchange rate when I got cash.,wrong_exchange_rate_for_cash_withdrawal
I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it.,wrong_exchange_rate_for_cash_withdrawal
I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,lost_or_stolen_card
Why does the app revert a payment?,reverted_card_payment?
Do I need to do anything special for my friend to send money to my account?,receiving_money
I did a transfer but its still pending,pending_transfer
How can I activate my new card? I didn't recieve any information with it about how to do so.,activate_my_card
Am I going to see a charge for a SEPA transfer?,top_up_by_bank_transfer_charge
"There is a fee for a transfer, please explain that to me.",transfer_fee_charged
The ATM at Metro bank on High St. Kensington swallowed my card. How do I get it back?,card_swallowed
how do i dispute a payment I didnt make,card_payment_not_recognised
What do I do to get a disposable virtual card?,get_disposable_virtual_card
Why am I getting a fee on a card payment?,card_payment_fee_charged
I have a withdrawal waiting to go through.,pending_cash_withdrawal
For how long will my transfer be pending?,pending_transfer
When will I receive a transfer from europe?,transfer_timing
How long do I need to wait til my top up isn't pending?,pending_top_up
Which countries do you work with?,country_support
You've incorrectly calculated the exchange rate for my cash withdrawal,wrong_exchange_rate_for_cash_withdrawal
I did a transfer but the balance is the same.,balance_not_updated_after_bank_transfer
I am not in the UK can i get a card?,country_support
My phone was stolen,lost_or_stolen_phone
Do you offer SWIFT transfers?,top_up_by_bank_transfer_charge
I don't understand where this charge came from.,card_payment_not_recognised
My top up was denied in the app.,top_up_failed
Did you revert my top up?,top_up_reverted
Why cant I transfer to my account?,beneficiary_not_allowed
Can I have more than one disposable card?,disposable_card_limits
how much you charge for exhcange,exchange_charge
I have tried sending a standard transfer five times and it hasn't gone through. What is the problem?,failed_transfer
top up did not complete,pending_top_up
I did a bank transfer and my balance isn't current.,balance_not_updated_after_bank_transfer
"I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here?",reverted_card_payment?
Can I revive a physical card.,order_physical_card
Why am I being charged for withdrawing cash but haven't in the past?,cash_withdrawal_charge
I am extremely unhappy with this app and want to get rid of my account?,terminate_account
How do I terminate my account.,terminate_account
What's the process for topping up by card?,topping_up_by_card
How can I locate the virtual card?,getting_virtual_card
Please help my find out why there is an odd direct debit in my records.,direct_debit_payment_not_recognised
I need a new PIN number.,pin_blocked
How can my friend pay me?,receiving_money
Freeze my account it's been hacked.,compromised_card
What is happening?  I have tried to transfer money 5x already.  Is the system down?  This shouldnt be happening as this is a basic transfer.,failed_transfer
Is a new debit card free?,getting_spare_card
I just had a wedding and I want to take my spouses name.,edit_personal_details
Why was I charged a fee when I withdrew money?,cash_withdrawal_charge
Do I have a $1 extra fee on the statement?,extra_charge_on_statement
Why did I have to pay a fee when I got cash?,cash_withdrawal_charge
"When traveling, is it possible for it to add money at specific time intervals?",automatic_top_up
How long until the money is in my account?,transfer_timing
I did not receive the right amount of cash.,wrong_amount_of_cash_received
This company sucks! Can you delete my account?,terminate_account
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",card_payment_wrong_exchange_rate
My card payment still pending,pending_card_payment
"I can't remember my app code, can you reset it?",passcode_forgotten
"My beneficiary is not allowed, please may I have answer as to why this is?",beneficiary_not_allowed
I think I was wrongly charged in a recent transaction when I used my card.,card_payment_fee_charged
The disposable cards - what are they for?,get_disposable_virtual_card
You operate in which countries?,country_support
Where can I find the verification code for a top-up?,verify_top_up
I could not get my card to work at a shop.,declined_card_payment
"Please help me, as my topup amount has been reverted, i did it correctly. I think there is some defect in system.",top_up_reverted
How do I query a payment on my card? It looks like I have paid for the same thing twice.,transaction_charged_twice
How can I check on the status of my new card?,card_arrival
Can you explain the various transaction times shown on my statement?,transaction_charged_twice
Does it cost anything to top up?,top_up_by_card_charge
I tried to make a transfer but it failed. will you tell me why?,failed_transfer
I was charged $1 in a transaction.,extra_charge_on_statement
"Why did I get charged for something I bought online? Even though it was international, I thought it would be covered.",transfer_fee_charged
I would like to get a few more physical cards.,getting_spare_card
I withdrew $100 but only received $20,wrong_amount_of_cash_received
Can i get money in my home currency at some ATM ? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,wrong_exchange_rate_for_cash_withdrawal
How can I stop fraud on my account right now?,compromised_card
